# SKILL RUNTIME AUDIT PROGRESS
# Format: [STATUS] card_no | name_en | trigger | type | ability_path | engine | mcp | notes | date
# STATUS: PENDING | ENGINE_PASS | MCP_PASS | FAIL | SKIP | WONTFIX
# Separate from CARD_AUDIT_PROGRESS.txt (text/rules audit).
# Rebuilt: 2026-07-10
#
# Vol.1 deep outcome audit (2026-07-11):
# - Dedicated batch: reports/skill_audit_batches/batch-vol1.json (bp_vol1, 104 cards / 190 nodes)
# - Shallow engine+MCP: FAIL 0 / SKIP 0
# - Outcome PHPUnit: tests/Engine/Vol1NijigasakiSkillAuditTest.php + Vol1HasunosoraLiellaSkillAuditTest.php
#   covering 47 unique ability fingerprints (PL!N / PL!HS / PL!SP / LL-bp1)
# - Engine fixes shipped with this pass: AbilityResolver no longer pre-refreshes WR into deck;
#   pick_yell_member single-candidate add; reveal_deck_until_live then; energy_wait viability;
#   Solitude Rain score_per_distinct_heart_colors
# - Remaining SKIP/WONTFIX for vol.1 deep suite: none (nested continuous draw_per_yell_* exercised
#   only as presence on Live cards; foil variants share ability JSON with audited reps)
[MCP_PASS] PL!S-bp2-001-P | Chika Takami | continuous | blade_if_no_self_success_opp_has | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!S-bp5-009-P | Ruby Kurosawa | on_enter | optional_pay_energy_add_wr_subunit_blade | abilities[0] | PASS | PASS | wr_filter=member; prompt=sbp5_pay_energy_wr_subunit_blade; tier A ok | 2026-07-10
[MCP_PASS] PL!S-bp5-009-R | Ruby Kurosawa | on_enter | optional_pay_energy_add_wr_subunit_blade | abilities[0] | PASS | PASS | wr_filter=member; prompt=sbp5_pay_energy_wr_subunit_blade; tier A ok | 2026-07-10
[MCP_PASS] PL!S-bp5-010-N | Chika Takami | on_enter | on_enter_set_opp_live_penalty | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!S-bp5-011-N | Riko Sakurauchi | on_enter | on_enter_set_opp_live_penalty | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!S-bp5-013-N | Dia Kurosawa | live_start | live_start_heart_if_live_zone_color_total | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-bp5-014-N | You Watanabe | on_enter | draw_and_deck_bottom | abilities[0] | PASS | PASS | wr_filter=member; prompt=sbp5_draw_deck_bottom; tier A ok | 2026-07-10
[MCP_PASS] PL!S-bp5-015-N | Yoshiko Tsushima | on_enter | mill_deck_to_wr | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!S-bp5-016-N | Hanamaru Kunikida | live_start | live_start_blade_if_dominates_opp_cost | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-bp5-017-N | Mari Ohara | live_start | live_start_heart_if_success_zone_color_total | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-bp5-019-L | not ALONE not HITORI | live_success | live_success_pick_yell_members_if_success_zones | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-bp5-020-L | Landing action Yeah!! | live_success | live_success_lose_all_surplus_score | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-bp5-022-L | SELF CONTROL!! | live_start | live_start_blade_moved_members | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-bp5-022-L | SELF CONTROL!! | live_success | live_success_score_if_more_yell_lives | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-bp5-023-L | Awaken the Power | live_start | live_start_shuffle_wr_lives_deck_top | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-bp5-111-P＋ | Seira Kazuno | activated | activated_position_change_subunit_area | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!S-bp5-111-P＋ | Seira Kazuno | auto | auto_on_area_move_wait_opp_blade | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!S-bp5-111-R | Seira Kazuno | activated | activated_position_change_subunit_area | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!S-bp5-111-R | Seira Kazuno | auto | auto_on_area_move_wait_opp_blade | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!S-bp5-222-P＋ | Ria Kazuno | activated | activated_position_change_subunit_area | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!S-bp5-222-P＋ | Ria Kazuno | auto | auto_on_area_move_activate_energy | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!S-bp5-222-R | Ria Kazuno | activated | activated_position_change_subunit_area | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!S-bp5-222-R | Ria Kazuno | auto | auto_on_area_move_activate_energy | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!S-bp6-001-P | Chika Takami | on_enter | on_enter_wr_wait_opp_side_min_cost | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!S-bp6-001-R | Chika Takami | on_enter | on_enter_wr_wait_opp_side_min_cost | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!S-bp6-002-P | Riko Sakurauchi | auto | auto_on_live_wr_deck_position | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!S-bp6-002-P | Riko Sakurauchi | live_start | live_start_wild_hearts_if_live_zone_colors | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!S-bp6-002-P＋ | Riko Sakurauchi | auto | auto_on_live_wr_deck_position | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!S-bp6-002-P＋ | Riko Sakurauchi | live_start | live_start_wild_hearts_if_live_zone_colors | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!S-bp6-002-R＋ | Riko Sakurauchi | auto | auto_on_live_wr_deck_position | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!S-bp6-002-R＋ | Riko Sakurauchi | live_start | live_start_wild_hearts_if_live_zone_colors | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!S-bp6-002-SEC | Riko Sakurauchi | auto | auto_on_live_wr_deck_position | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!S-bp6-002-SEC | Riko Sakurauchi | live_start | live_start_wild_hearts_if_live_zone_colors | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!S-bp6-003-P | Kanan Matsuura | activated | activated_swap_stage_wr_member | abilities[0] | PASS | PASS | wr_filter=member; prompt=sbp6_swap_stage_wr_member; tier A ok | 2026-07-10
[MCP_PASS] PL!S-bp6-003-R | Kanan Matsuura | activated | activated_swap_stage_wr_member | abilities[0] | PASS | PASS | wr_filter=member; prompt=sbp6_swap_stage_wr_member; tier A ok | 2026-07-10
[MCP_PASS] PL!S-bp6-004-P | Dia Kurosawa | live_start | live_start_optional_live_zone_deck_top_hearts | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-bp6-004-P＋ | Dia Kurosawa | live_start | live_start_optional_live_zone_deck_top_hearts | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-bp6-004-R＋ | Dia Kurosawa | live_start | live_start_optional_live_zone_deck_top_hearts | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-bp6-004-SEC | Dia Kurosawa | live_start | live_start_optional_live_zone_deck_top_hearts | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-bp6-005-P | You Watanabe | on_enter | look_reveal_member_all_colors | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!S-bp6-005-R | You Watanabe | on_enter | look_reveal_member_all_colors | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!S-bp6-006-P | Yoshiko Tsushima | on_enter | draw_cards | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!S-bp6-006-P | Yoshiko Tsushima | on_enter | on_enter_wr_blade_bonus | abilities[1] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!S-bp6-006-R | Yoshiko Tsushima | on_enter | draw_cards | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!S-bp6-006-R | Yoshiko Tsushima | on_enter | on_enter_wr_blade_bonus | abilities[1] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!S-bp6-007-P | Hanamaru Kunikida | live_start | live_start_optional_pay_grant_members_live_score | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-bp6-007-R | Hanamaru Kunikida | live_start | live_start_optional_pay_grant_members_live_score | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-bp6-008-P | Mari Ohara | activated | activated_leave_play_wr_same_slot | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!S-bp6-008-R | Mari Ohara | activated | activated_leave_play_wr_same_slot | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!S-bp6-009-P | Ruby Kurosawa | continuous | blade_per_success_count_diff | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-bp6-009-P | Ruby Kurosawa | live_success | live_success_center_yell_live_score | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-bp6-009-P＋ | Ruby Kurosawa | continuous | blade_per_success_count_diff | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-bp6-009-P＋ | Ruby Kurosawa | live_success | live_success_center_yell_live_score | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-bp6-009-R＋ | Ruby Kurosawa | continuous | blade_per_success_count_diff | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-bp6-009-R＋ | Ruby Kurosawa | live_success | live_success_center_yell_live_score | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-bp6-009-SEC | Ruby Kurosawa | continuous | blade_per_success_count_diff | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-bp6-009-SEC | Ruby Kurosawa | live_success | live_success_center_yell_live_score | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-bp6-010-N | Chika Takami | live_start | live_start_heart_if_performing_color_total | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-bp6-011-N | Riko Sakurauchi | on_enter | draw_and_discard_if_wr | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!S-bp6-012-N | Kanan Matsuura | on_enter | mill_deck_to_wr | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!S-bp6-013-N | Dia Kurosawa | on_enter | blade_bonus | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!S-bp6-014-N | You Watanabe | activated | leave_stage_add_from_wr | abilities[0] | PASS | PASS | wr_filter=member; prompt=pick_wr_leave_stage_add; tier A ok | 2026-07-10
[MCP_PASS] PL!S-bp6-015-N | Yoshiko Tsushima | on_enter | wait_opponent_stage_max_cost | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!S-bp6-016-N | Hanamaru Kunikida | on_enter | look_reveal_filter_if_wr | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!S-bp6-017-N | Mari Ohara | on_enter | mill_deck_to_wr | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!S-bp6-018-N | Ruby Kurosawa | on_enter | optional_wait_self_look_reveal | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_wait_self_look_reveal; tier A ok | 2026-07-10
[MCP_PASS] PL!S-bp6-019-L | Step! ZERO to ONE | live_start | live_start_all_stage_group_bonus | abilities[0] | PASS | PASS | wr_filter=member; prompt=sbp6_hand_deck_position; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-bp6-020-L | Bouken Type A, B, C!! | live_start | grant_live_success_draw | abilities[0].choices.draw.effect | PASS | PASS | nested chain via parent; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-bp6-020-L | Bouken Type A, B, C!! | live_start | grant_baton_entered_member_heart | abilities[0].choices.heart.effect | PASS | PASS | nested chain via parent; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-bp6-020-L | Bouken Type A, B, C!! | live_start | live_score_if_self_success_count | abilities[0].choices.score.effect | PASS | PASS | nested chain via parent; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-bp6-020-L | Bouken Type A, B, C!! | live_start | player_choice | abilities[0] | PASS | PASS | wr_filter=member; prompt=player_choice; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-bp6-021-L | MIRAI TICKET | auto | auto_yell_wr_members_extra_yell | abilities[0] | PASS | PASS | wr_filter=member; prompt=sbp6_yell_mill_extra_yell; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-bp6-022-L | Kinmirai Happy End | live_success | live_success_score_if_opp_more_energy | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-bp6-023-L | GALAXY HidE and SeeK | live_success | live_success_score_if_yell_has_live | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-bp6-024-L | Kowareyasuki | live_success | live_success_opp_lose_surplus_score | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-pb1-001-P＋ | Chika Takami | on_enter | add_wr_live_if_opp_hand_ahead | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!S-pb1-001-R | Chika Takami | on_enter | add_wr_live_if_opp_hand_ahead | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[SKIP] PL!S-pb1-002-P＋ | Riko Sakurauchi | on_enter | live_score_bonus | abilities[0].else_modifier | SKIP | SKIP | nested node; parent not exercised; engine SKIP | 2026-07-10
[MCP_PASS] PL!S-pb1-002-P＋ | Riko Sakurauchi | on_enter | opp_may_discard_or_modifier | abilities[0] | PASS | PASS | wr_filter=live; prompt=opp_may_discard_or_modifier; tier A ok | 2026-07-10
[SKIP] PL!S-pb1-002-R | Riko Sakurauchi | on_enter | live_score_bonus | abilities[0].else_modifier | SKIP | SKIP | nested node; parent not exercised; engine SKIP | 2026-07-10
[MCP_PASS] PL!S-pb1-002-R | Riko Sakurauchi | on_enter | opp_may_discard_or_modifier | abilities[0] | PASS | PASS | wr_filter=live; prompt=opp_may_discard_or_modifier; tier A ok | 2026-07-10
[MCP_PASS] PL!S-pb1-003-P＋ | Kanan Matsuura | live_start | member_hearts_as_blade | abilities[0].then | PASS | PASS | nested chain via parent; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-pb1-003-P＋ | Kanan Matsuura | live_start | optional_pay_energy | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-pb1-003-P＋ | Kanan Matsuura | live_success | live_success_pick_yell_live | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-pb1-003-R | Kanan Matsuura | live_start | member_hearts_as_blade | abilities[0].then | PASS | PASS | nested chain via parent; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-pb1-003-R | Kanan Matsuura | live_start | optional_pay_energy | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-pb1-003-R | Kanan Matsuura | live_success | live_success_pick_yell_live | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-pb1-004-P＋ | Dia Kurosawa | activated | leave_stage_add_from_wr | abilities[0] | PASS | PASS | wr_filter=live; prompt=pick_wr_leave_stage_add; tier A ok | 2026-07-10
[MCP_PASS] PL!S-pb1-004-R | Dia Kurosawa | activated | leave_stage_add_from_wr | abilities[0] | PASS | PASS | wr_filter=live; prompt=pick_wr_leave_stage_add; tier A ok | 2026-07-10
[MCP_PASS] PL!S-pb1-005-PR | You Watanabe | continuous | blade_bonus_if_opp_more_energy | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!S-pb1-005-P＋ | You Watanabe | continuous | blade_bonus_if_opp_more_energy | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!S-pb1-005-R | You Watanabe | continuous | blade_bonus_if_opp_more_energy | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!S-pb1-006-P＋ | Yoshiko Tsushima | activated | reveal_live_opp_discard_or_blade | abilities[0] | PASS | PASS | wr_filter=member; prompt=reveal_live_opp_discard_or_blade; tier A ok | 2026-07-10
[MCP_PASS] PL!S-pb1-006-R | Yoshiko Tsushima | activated | reveal_live_opp_discard_or_blade | abilities[0] | PASS | PASS | wr_filter=member; prompt=reveal_live_opp_discard_or_blade; tier A ok | 2026-07-10
[MCP_PASS] PL!S-pb1-007-P＋ | Hanamaru Kunikida | live_success | live_success_energy_wait_if_yell_live | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-pb1-007-R | Hanamaru Kunikida | live_success | live_success_energy_wait_if_yell_live | abilities[0] | PASS | PASS | wr_filter=member; tierC phase=live_set | 2026-07-10
[MCP_PASS] PL!S-PR-013-PR | Chika Takami | on_enter | look_reveal_filter | abilities[0].then | PASS | PASS | nested chain via parent; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!S-PR-013-PR | Chika Takami | on_enter | optional_discard_prompt | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_discard_prompt; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!S-PR-013-PR | Chika Takami | live_start | blade_bonus | abilities[1].then | PASS | PASS | nested chain via parent; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!S-PR-013-PR | Chika Takami | live_start | optional_pay_energy | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!S-PR-016-PR | Dia Kurosawa | on_enter | blade_bonus | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!S-PR-019-PR | Hanamaru Kunikida | on_enter | look_reveal_filter | abilities[0].then | PASS | PASS | nested chain via parent; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!S-PR-019-PR | Hanamaru Kunikida | on_enter | optional_discard_prompt | abilities[0] | PASS | PASS | wr_filter=member; prompt=optional_discard_prompt; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!S-PR-019-PR | Hanamaru Kunikida | live_start | blade_bonus | abilities[1].then | PASS | PASS | nested chain via parent; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!S-PR-019-PR | Hanamaru Kunikida | live_start | optional_pay_energy | abilities[1] | PASS | PASS | wr_filter=member; tierC phase=main_first | 2026-07-10
[MCP_PASS] PL!S-PR-020-PR | Mari Ohara | on_enter | blade_bonus | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!S-PR-021-PR | Ruby Kurosawa | on_enter | blade_bonus | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!S-PR-025-PR | Chika Takami | activated | leave_stage_add_from_wr | abilities[0] | PASS | PASS | wr_filter=member; prompt=pick_wr_leave_stage_add; tier A ok | 2026-07-10
[MCP_PASS] PL!S-PR-025-RM | Chika Takami | activated | leave_stage_add_from_wr | abilities[0] | PASS | PASS | wr_filter=member; prompt=pick_wr_leave_stage_add; tier A ok | 2026-07-10
[MCP_PASS] PL!S-PR-026-PR | Riko Sakurauchi | activated | leave_stage_add_from_wr | abilities[0] | PASS | PASS | wr_filter=live; prompt=pick_wr_leave_stage_add; tier A ok | 2026-07-10
[MCP_PASS] PL!S-PR-027-PR | Kanan Matsuura | activated | leave_stage_add_from_wr | abilities[0] | PASS | PASS | wr_filter=member; prompt=pick_wr_leave_stage_add; tier A ok | 2026-07-10
[MCP_PASS] PL!S-PR-027-RM | Kanan Matsuura | activated | leave_stage_add_from_wr | abilities[0] | PASS | PASS | wr_filter=member; prompt=pick_wr_leave_stage_add; tier A ok | 2026-07-10
[MCP_PASS] PL!S-PR-028-PR | Dia Kurosawa | on_enter | deck_surveil | abilities[0] | PASS | PASS | wr_filter=member; prompt=surveil_arrange; tier A ok | 2026-07-10
[MCP_PASS] PL!S-PR-029-PR | You Watanabe | continuous | blade_if_either_stage_cost_min | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!S-PR-030-PR | Yoshiko Tsushima | continuous | blade_if_either_stage_cost_min | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!S-PR-031-PR | Hanamaru Kunikida | continuous | blade_if_either_stage_cost_min | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!S-PR-032-PR | Mari Ohara | on_enter | deck_surveil | abilities[0] | PASS | PASS | wr_filter=member; prompt=surveil_arrange; tier A ok | 2026-07-10
[MCP_PASS] PL!S-PR-033-PR | Ruby Kurosawa | on_enter | deck_surveil | abilities[0] | PASS | PASS | wr_filter=member; prompt=surveil_arrange; tier A ok | 2026-07-10
[MCP_PASS] PL!S-PR-037-PR | Kanan Matsuura | continuous | blade_if_exact_stage_members | abilities[0] | PASS | PASS | continuous via getLiveScoreBonusBreakdown; wr_filter=member; tier A ok | 2026-07-10
[MCP_PASS] PL!S-PR-038-PR | Dia Kurosawa | activated | wait_self_discard_draw | abilities[0] | PASS | PASS | wr_filter=member; tier A ok | 2026-07-10
